USINA,SUBSISTEMA,CEG,2023,2024,2025,2026,2027,2028,2029,2030,2031,MUST,BUS_2023,BUS_2030
EOL CAMPO LARGO XVI,NE,034637-3,11.203,10.745,10.582,10.838,11.271,11.323,11.742,11.574,11.591,28.8,6071,58857
EOL CAMPO LARGO XVII,NE,034638-1,11.203,10.745,10.582,10.838,11.271,11.323,11.742,11.574,11.591,28.52,6071,58867
EOL CAMPO LARGO XVIII,NE,034643-8,11.203,10.745,10.582,10.838,11.271,11.323,11.742,11.574,11.591,28.8,6071,58858
EOL CAMPO LARGO XX,NE,034647-0,11.203,10.745,10.582,10.838,11.271,11.323,11.742,11.574,11.591,36.67,6071,58869
EOL CAMPO LARGO XXI,NE,033633-5,11.203,10.745,10.582,10.838,11.271,11.323,11.742,11.574,11.591,28.8,6071,58831
EOL CAMPO LARGO XXII,NE,034648-9,11.203,10.745,10.582,10.838,11.271,11.323,11.742,11.574,11.591,32.59,6071,58870
EOL CAMURIM,,029084-0,-,-,-,-,-,-,-,-,-,4.8,-,57862
EOL CANDIBA,NE,030316-0,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,10.08,6171,59329
EOL CANOA QUEBRADA 1,NE,,-,-,-,-,10.723,10.767,11.141,11.009,11.025,57.0,-,56068
EOL CANOA QUEBRADA(VENTOS),NE,028788-1,10.135,9.313,9.541,9.766,10.723,10.767,11.141,11.009,11.025,55.0,5431,56069
EOL CANOAS,,033663-7,-,-,-,-,-,-,-,-,-,30.0,-,57870
EOL CANOAS 2,NE,035181-4,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58287
EOL CANOAS 3,NE,037952-2,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58305
EOL CANOAS 4,NE,037953-0,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58288
EOL CANUDOS I,NE,046757-0,9.911,8.907,8.759,8.96,10.002,10.055,10.436,10.288,10.303,49.7,7280,58106
EOL CANUDOS II,NE,046758-8,9.911,8.907,8.759,8.96,10.002,10.055,10.436,10.288,10.303,49.7,7280,58107
EOL CANUDOS IX,NE,047211-5,-,8.907,8.759,8.96,9.568,9.613,9.975,9.817,9.832,48.0,-,582
EOL CANUDOS V,NE,047212-3,-,8.907,8.759,8.96,9.568,9.613,9.975,9.817,9.832,48.0,-,582
EOL CANUDOS VI,NE,047213-1,-,8.907,8.759,8.96,9.568,9.613,9.975,9.817,9.832,48.0,-,582
EOL CANUDOS VIII,NE,047214-0,-,8.907,8.759,8.96,9.568,9.613,9.975,9.817,9.832,48.0,-,582
EOL CANUDOS XI,NE,047216-6,-,8.907,8.759,8.96,9.568,9.613,9.975,9.817,9.832,48.0,-,582
EOL CANUDOS XII,NE,047217-4,-,8.907,8.759,8.96,9.568,9.613,9.975,9.817,9.832,48.0,-,582
EOL CAPAO DO INGLES,S,031510-9,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,9.8,9731,51070
EOL CAPOEIRAS III,NE,032344-6,10.918,10.295,10.099,10.352,10.58,10.622,11.008,10.827,10.843,26.91,6341,59043
EOL CARAVELA,,029089-0,-,-,-,-,-,-,-,-,-,4.8,-,57853
EOL CARCARA,NE,031447-1,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,9.76,6225,59382
EOL CARCARA I,NE,030832-3,10.794,9.892,10.078,10.306,10.956,11.012,11.385,11.258,11.274,30.0,5441,56250
EOL CARCARA II,NE,030897-8,10.794,9.892,10.078,10.306,10.956,11.012,11.385,11.258,11.274,30.0,5441,56251
EOL CARNAUBAS,NE,030831-5,10.804,9.788,9.789,10.014,10.873,10.939,11.349,11.226,11.242,27.0,6101,57459
EOL CASA NOVA A,NE,037209-9,11.056,10.352,10.204,10.434,11.002,11.039,11.467,11.331,11.348,26.19,6301,506
EOL CASA NOVA II,NE,031519-2,11.056,10.352,10.204,10.434,10.984,10.999,11.398,11.233,11.25,30.0,6301,58606
EOL CASA NOVA III,NE,031524-9,11.056,10.352,10.204,10.434,10.984,10.999,11.398,11.233,11.25,28.2,6301,58607
EOL CASCATA,,029054-8,-,-,-,-,-,-,-,-,-,6.0,2732,50311
EOL CASQUEIRA I,NE,050082-8,-,9.883,9.981,10.21,11.247,11.312,11.738,11.617,11.634,42.0,-,56474
EOL CASQUEIRA II,NE,050083-6,-,9.883,9.981,10.21,11.247,11.312,11.738,11.617,11.634,48.0,-,56474
EOL CASSINO,,,-,-,-,-,-,-,-,-,-,64.0,-,51064
EOL CATANDUBA RN I,NE,043218-0,-,-,-,-,10.828,10.892,11.302,11.179,11.195,48.02,-,56668
EOL CATANDUBA RN II,NE,043219-9,-,-,-,-,10.828,10.892,11.302,11.179,11.195,48.18,-,56669
EOL CATAVENTOS ACARAU I,NE,033756-0,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,27.0,5486,55430
EOL CEDRO,NE,032098-6,10.165,10.561,10.326,10.674,11.435,11.496,11.917,11.702,11.719,12.0,6220,59475
EOL CENTRAL DE PALMAS,,,-,-,-,-,-,-,-,-,-,11.5,-,45053
EOL CERRO CHATO I,S,030348-8,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,29.5,9731,7851
EOL CERRO CHATO II,S,030349-6,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,29.5,9731,7852
EOL CERRO CHATO III,S,030350-0,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,29.5,9731,7853
EOL CHAFARIZ 1,NE,034639-0,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58291
EOL CHAFARIZ 2,NE,034640-3,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58292
EOL CHAFARIZ 3,NE,034642-0,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58293
EOL CHAFARIZ 4,NE,034644-6,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58306
EOL CHAFARIZ 5,NE,034646-2,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,34.65,5926,58307
EOL CHAFARIZ 6,NE,035184-9,10.427,9.594,9.604,9.831,10.766,10.834,11.242,11.115,11.132,31.18,5926,58304
EOL CHAFARIZ 7,NE,037958-1,10.427,-,-,-,10.766,10.834,11.242,11.115,11.132,34.65,5926,58295
EOL CHUI 09,S,031517-6,6.681,9.195,9.303,9.163,8.627,8.313,8.311,8.519,8.531,17.64,9822,51066
EOL CHUI I,S,030767-0,6.681,9.195,9.303,9.163,8.627,8.313,8.311,8.519,8.531,23.8,9822,51066
EOL CHUI II,S,030790-4,6.681,9.195,9.303,9.163,8.627,8.313,8.311,8.519,8.531,21.62,9822,51066
EOL CHUI IV,S,030754-8,6.681,9.195,9.303,9.163,8.627,8.313,8.311,8.519,8.531,21.6,9822,51066
EOL CHUI V,S,030760-2,6.681,9.195,9.303,9.163,8.627,8.313,8.311,8.519,8.531,29.39,9822,51066
EOL COELHOS I,,029086-6,-,-,-,-,-,-,-,-,-,4.8,-,57854
EOL COELHOS II,,029090-4,-,-,-,-,-,-,-,-,-,4.8,-,57855
EOL COELHOS III,,029087-4,-,-,-,-,-,-,-,-,-,4.8,-,57856
EOL COELHOS IV,,029091-2,-,-,-,-,-,-,-,-,-,4.8,-,57857
EOL COLONIA,NE,030295-3,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,18.45,5371,55780
EOL COQUEIRINHO,NE,030738-6,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,29.3,6225,59392
EOL COQUEIRINHO 2,NE,031518-4,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,15.56,6225,59380
EOL COQUEIROS,NE,030282-1,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,26.58,5486,55403
EOL CORREDOR DO SENANDES II,,030842-0,-,-,-,-,-,-,-,-,-,20.8,9860,50230
EOL CORREDOR DO SENANDES III,,030819-6,-,-,-,-,-,-,-,-,-,26.05,9860,50231
EOL CORREDOR DO SENANDES IV,,030840-4,-,-,-,-,-,-,-,-,-,28.66,9860,50232
EOL CORRUPIAO,NE,030752-1,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,27.47,6225,59393
EOL CORRUPIAO 2,NE,037019-3,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,18.36,6225,11595
EOL CORRUPIAO 3,NE,031458-7,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,9.74,6225,59378
EOL CORRUPIAO II,NE,,-,-,-,-,11.467,11.528,11.95,11.737,11.754,18.36,-,59389
EOL COSTA BRANCA,NE,030672-0,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,20.28,6140,56594
EOL COSTA DAS DUNAS,NE,037959-0,10.804,9.788,9.789,10.014,10.97,11.038,11.453,11.331,11.347,27.83,6101,57487
EOL COXILHA NEGRA 2,S,1032236-9,6.257,9.584,9.746,9.601,8.03,7.648,7.553,7.697,7.708,98.761,2080,50211
EOL COXILHA NEGRA 3,S,3032237-7,6.257,9.584,9.746,9.601,8.03,7.648,7.553,7.697,7.708,102.45,2080,50211
EOL COXILHA NEGRA 4,S,033807-9,-,9.584,9.746,9.601,8.03,7.648,7.553,7.697,7.708,94.48,-,50211
EOL COXILHA SECA,S,031487-0,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,29.4,9731,51071
EOL CRISTAL,NE,030727-0,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,29.21,6291,59005
EOL CRISTALANDIA I,NE,032081-1,6.158,5.545,5.507,5.599,8.555,8.564,8.861,8.654,8.666,29.85,5941,59457
EOL CRISTALANDIA II,NE,032082-0,6.158,5.545,5.507,5.599,8.555,8.564,8.861,8.654,8.666,29.85,5941,59458
EOL CRISTALANDIA III,NE,032083-8,6.158,5.545,5.507,5.599,8.555,8.564,8.861,8.654,8.666,29.85,5941,59459
EOL CRUZ ALTA,,029070-0,-,-,-,-,-,-,-,-,-,30.0,2732,50311
EOL CUMARU I,NE,032207-5,10.756,9.858,9.9,10.128,11.284,11.359,11.792,11.673,11.69,41.11,5128,56666
EOL CUMARU II,NE,032208-3,10.756,9.858,9.9,10.128,11.284,11.359,11.792,11.673,11.69,41.11,5128,56667
EOL CUMARU III,NE,032209-1,10.756,9.858,9.9,10.128,11.284,11.359,11.792,11.673,11.69,41.11,5128,56695
EOL CUMARU IV,NE,037020-7,10.756,9.858,9.9,10.128,11.284,11.359,11.792,11.673,11.69,41.11,5128,56696
EOL CUMARU V,NE,037021-5,10.756,9.858,9.9,10.128,11.284,11.359,11.792,11.673,11.69,37.0,5128,56698
EOL CURRAL DE PEDRAS I,NE,032345-4,10.918,10.295,10.099,10.352,10.58,10.622,11.008,10.827,10.843,19.96,6341,59031
EOL CURRAL DE PEDRAS II,NE,032346-2,10.918,10.295,10.099,10.352,10.58,10.622,11.008,10.827,10.843,27.09,6341,59032
EOL CURUPIRA,S,031535-4,-,8.61,8.7,8.553,7.972,7.654,7.632,7.847,7.858,25.0,-,51073
EOL DA PRATA,NE,030490-5,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,21.84,6171,59312
EOL DAMASCENA,NE,031338-6,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,29.1,6291,59010
EOL DELFINA I,NE,032357-8,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,27.3,6311,58621
EOL DELFINA II,NE,032358-6,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,27.3,6311,58622
EOL DELFINA III,NE,032521-0,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,27.3,6311,58641
EOL DELFINA IV,NE,032522-8,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,7.8,6311,58642
EOL DELFINA V,NE,032359-4,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,27.3,6311,58623
EOL DELFINA VI,NE,032523-6,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,29.3,6311,58643
EOL DELFINA VII,NE,032524-4,10.919,10.018,9.83,10.057,10.702,10.688,11.045,10.847,10.863,29.3,6311,58644
EOL DELTA 3 I,N,033682-3,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55017
EOL DELTA 3 II,N,033683-1,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55018
EOL DELTA 3 III,N,033684-0,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55019
EOL DELTA 3 IV,N,033685-8,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55020
EOL DELTA 3 V,N,033675-0,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55013
EOL DELTA 3 VI,N,033673-4,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55012
EOL DELTA 3 VII,N,033680-7,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55014
EOL DELTA 3 VIII,N,033686-6,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,27.2,5540,55026
EOL DELTA 5 I,N,037976-0,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,26.6,5540,55027
EOL DELTA 5 II,N,037972-7,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,26.7,5540,55028
EOL DELTA 6 I,N,037970-0,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,29.25,5540,55029
EOL DELTA 6 II,N,037967-0,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,23.94,5540,55030
EOL DELTA 7 I,N,040572-8,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,26.6,5540,565
EOL DELTA 7 II,N,040573-6,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,34.8,5540,565
EOL DELTA 8 I,N,040574-4,9.868,8.974,9.135,9.339,10.339,10.343,10.708,10.629,10.645,34.8,5540,565
EOL DELTA DO PARNAIBA,,030838-2,-,-,-,-,-,-,-,-,-,30.0,98542,55153
EOL DIAMANTE II,NE,032347-0,10.918,10.295,10.099,10.352,10.58,10.622,11.008,10.827,10.843,17.27,6341,59033
EOL DIAMANTE III,NE,032348-9,10.918,10.295,10.099,10.352,10.58,10.622,11.008,10.827,10.843,17.53,6341,59034
EOL DOIS RIACHOS,NE,031121-9,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,29.1,6291,59013
EOL DOS ARACAS,NE,030495-6,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,30.0,6171,59313
EOL DOS INDIOS 2,S,030734-3,5.738,8.335,8.416,8.266,7.461,7.136,7.083,7.293,7.304,29.9,9901,51035
EOL DOS INDIOS 3,S,030894-3,5.738,8.335,8.416,8.266,7.461,7.136,7.083,7.293,7.304,23.0,9901,51044
EOL DOS INDIOS(V.DO SUL),S,028864-0,5.738,8.335,8.416,8.266,7.461,7.136,7.083,7.293,7.304,50.0,9901,51062
EOL DOURADOS,NE,030778-5,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,28.08,6171,59319
EOL DREEN BOA VISTA,NE,030512-0,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,13.6,6140,56613
EOL DREEN CUTIA,NE,030701-7,10.804,9.788,9.789,10.014,10.873,10.939,11.349,11.226,11.242,22.6,6101,56684
EOL DREEN GUAJIRU,NE,030699-1,10.804,9.788,9.789,10.014,10.873,10.939,11.349,11.226,11.242,20.5,6101,56685
EOL DREEN OLHO DAGUA,NE,030549-9,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,29.35,6140,56614
EOL DUNAS DE PARACURU,,030299-6,-,-,-,-,-,-,-,-,-,42.0,-,55764
EOL ELEBRAS CIDREIRA 1,,028712-1,-,-,-,-,-,-,-,-,-,69.5,1232,8899
EOL EMBUACA,NE,030336-4,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,26.05,5371,55766
EOL EMILIANA,NE,030807-2,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,27.35,6171,59402
EOL ENACEL(VENTOS),NE,028770-9,10.135,9.313,9.541,9.766,10.723,10.767,11.141,11.009,11.025,30.4,5431,56067
EOL EOLICA DE TAIBA,,002801-0,-,-,-,-,-,-,-,-,-,5.0,-,56097
EOL ESPERANCA,NE,031355-6,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,27.2,6291,59012
EOL ESPERANCA DO NORDESTE,NE,032354-3,10.804,9.788,9.789,10.014,10.873,10.939,11.349,11.226,11.242,26.8,6101,56688
EOL ESPIGAO,NE,030803-0,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,10.08,6225,59365
EOL ESTRELA,NE,032010-2,10.282,9.402,9.698,9.924,10.541,10.564,10.939,10.83,10.846,28.81,5371,55802
EOL EURUS I,NE,030503-0,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,29.57,6140,56608
EOL EURUS II,NE,030499-9,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,29.75,6140,56609
EOL EURUS III,NE,030504-9,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,29.57,6140,56610
EOL EURUS IV,NE,030509-0,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,25.8,6140,56638
EOL EURUS VI,NE,030351-8,10.764,9.842,9.875,10.102,10.921,10.988,11.402,11.279,11.296,7.8,6141,56567
EOL FACHEIO,NE,032101-0,10.165,10.561,10.326,10.674,11.359,11.417,11.835,11.619,11.636,16.09,6220,59471
EOL FAISA I,NE,030352-6,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,28.51,5371,55767
EOL FAISA II,NE,030331-3,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,26.41,5371,55768
EOL FAISA III,NE,030332-1,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,24.31,5371,55769
EOL FAISA IV,NE,030329-1,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,24.31,5371,55770
EOL FAISA V,NE,030309-7,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,28.51,5371,55771
EOL FAROL,NE,030502-2,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,19.45,6140,56616
EOL FAROL DE TOUROS,NE,037999-9,10.804,9.788,9.789,10.014,10.97,11.038,11.453,11.331,11.347,24.35,6101,57488
EOL FAZENDA ROSARIO,,030343-7,-,-,-,-,-,-,-,-,-,9.2,9727,51053
EOL FAZENDA ROSARIO 2,,030478-6,-,-,-,-,-,-,-,-,-,23.0,9727,51055
EOL FAZENDA ROSARIO 3,,030334-8,-,-,-,-,-,-,-,-,-,16.1,9727,51054
EOL FAZENDA VERA CRUZ,S,031536-2,-,8.61,8.7,8.553,7.972,7.654,7.632,7.847,7.858,22.5,-,51074
EOL FIGUEIRA BRANCA,NE,038002-4,10.804,9.788,9.789,10.014,10.97,11.038,11.453,11.331,11.347,10.44,6101,57489
EOL FILGUEIRA I,NE,033429-4,10.794,9.892,10.078,10.306,11.12,11.18,11.561,11.436,11.452,38.66,5441,56292
EOL FILGUEIRA II,NE,033430-8,10.794,9.892,10.078,10.306,11.12,11.18,11.561,11.436,11.452,28.12,5441,56303
EOL FLEIXEIRAS I,NE,030670-3,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,28.4,5371,55785
EOL FLORES I,NE,037035-5,-,-,-,-,10.623,10.62,10.974,10.768,10.783,30.0,-,59100
EOL FLORES II,NE,037036-3,-,-,-,-,10.623,10.62,10.974,10.768,10.783,30.0,-,59101
EOL FLORES III,NE,037037-1,-,-,-,-,10.623,10.62,10.974,10.768,10.783,30.0,-,59102
EOL FLORES IV,NE,037038-0,-,-,-,-,10.623,10.62,10.974,10.768,10.783,30.0,-,59103
EOL FOLHA DE SERRA,NE,031407-2,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,20.48,6225,59360
EOL FOZ DO RIO CHORO,,028630-3,-,-,-,-,-,-,-,-,-,25.2,-,56076
EOL FRANCISCO RIBEIRO ALVES,NE,032161-3,-,-,-,-,11.193,11.266,11.694,11.574,11.591,90.0,-,56764
EOL GALPOES,S,031477-3,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,7.9,9731,51072
EOL GAMELEIRA,NE,038006-7,10.804,9.788,9.789,10.014,10.97,11.038,11.453,11.331,11.347,17.4,6101,57490
EOL GARGAU,,028730-0,-,-,-,-,-,-,-,-,-,28.05,-,2017
EOL GARROTE,NE,035197-0,10.502,9.695,9.912,10.14,11.175,11.231,11.629,11.506,11.523,22.55,6091,56105
EOL GE JANGADA,NE,030700-9,10.804,9.788,9.789,10.014,10.873,10.939,11.349,11.226,11.242,26.8,6101,56686
EOL GE MARIA HELENA,NE,030702-5,10.804,9.788,9.789,10.014,10.873,10.939,11.349,11.226,11.242,26.8,6101,56687
EOL GOIABEIRA,NE,030920-6,10.135,9.313,9.541,9.766,10.825,10.871,11.25,11.119,11.136,22.18,5431,56056
EOL GRAVATA FRUITRADE,,029020-3,-,-,-,-,-,-,-,-,-,5.0,-,58100
EOL GRAVIER,NE,040794-1,10.502,9.695,9.912,10.14,7.396,7.3,7.456,7.956,7.967,69.3,6091,33105
EOL GUAJIRU,NE,030663-0,10.282,9.402,9.698,9.924,10.469,10.49,10.861,10.752,10.767,28.4,5371,55787
EOL GUANAMBI,NE,030328-3,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,21.84,6171,59330
EOL GUIRAPA,NE,030342-9,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,30.0,6171,59325
EOL IBIRAPUITA I,S,030750-5,6.31,9.628,9.789,9.645,8.031,7.649,7.553,7.697,7.708,24.5,9731,51030
EOL ICARAI,,030289-9,-,-,-,-,-,-,-,-,-,16.8,-,55417
EOL ICARAI I,NE,030372-0,9.808,8.851,9.115,9.335,10.046,10.046,10.389,10.277,10.292,26.23,5488,55415
EOL ICARAI II,NE,030356-9,9.808,8.851,9.115,9.335,10.046,10.046,10.389,10.277,10.292,36.36,5488,55416
EOL ICARAIZINHO,NE,028699-0,9.808,8.851,9.115,9.335,10.046,10.046,10.389,10.277,10.292,53.0,5488,55423
EOL IGAPORA,NE,030321-6,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,30.0,6171,59341
EOL ILHA GRANDE (EOLOS),NE,030691-6,9.808,8.851,9.115,9.335,10.046,10.046,10.389,10.277,10.292,28.2,5488,55420
EOL ILHEUS,NE,030315-1,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,11.76,6171,59339
EOL IMBURANA MACHO,NE,032102-8,10.165,10.561,10.326,10.674,11.376,11.435,11.853,11.637,11.654,15.8,6220,59463
EOL INHAMBU,NE,030751-3,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,30.0,6225,59391
EOL INHAMBU 2,NE,032487-6,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,15.95,6225,59400
EOL ITAREMA I,NE,031485-4,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,26.4,5486,55439
EOL ITAREMA II,NE,031483-8,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,26.4,5486,55440
EOL ITAREMA III,NE,031484-6,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,14.63,5486,55441
EOL ITAREMA IV,NE,031813-2,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,20.58,5486,55458
EOL ITAREMA IX,NE,031814-0,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,29.4,5486,55462
EOL ITAREMA V,NE,031482-0,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,20.48,5486,55442
EOL ITAREMA VI,NE,031815-9,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,23.52,5486,55459
EOL ITAREMA VII,NE,031816-7,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,20.58,5486,55460
EOL ITAREMA VIII,NE,031817-5,9.957,9.017,9.282,9.503,10.24,10.247,10.602,10.495,10.51,20.58,5486,55461
EOL ITAUNA I,NE,2050124-7,-,9.817,9.887,10.115,11.269,11.332,11.756,11.634,11.652,18.03,-,56739
EOL ITAUNA II,NE,2050125-5,-,9.817,9.887,10.115,11.269,11.332,11.756,11.634,11.652,24.09,-,56739
EOL ITAUNA III,NE,2050126-3,-,9.817,9.887,10.115,11.269,11.332,11.756,11.634,11.652,42.03,-,56739
EOL JABUTICABA,NE,031405-6,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,8.78,6225,59355
EOL JACARANDA DO CERRADO,NE,031408-0,10.528,10.847,10.616,10.966,11.467,11.528,11.95,11.737,11.754,20.48,6225,59361
EOL JANDAIA,NE,030929-0,10.135,9.313,9.541,9.766,11.785,11.854,12.281,12.159,12.177,26.19,5431,56050
EOL JANDAIA I,NE,030907-9,10.135,9.313,9.541,9.766,11.785,11.854,12.281,12.159,12.177,23.28,5431,56051
EOL JANDAIRA I,NE,032870-7,10.756,9.858,9.9,10.128,11.038,11.108,11.528,11.406,11.423,10.36,5128,56781
EOL JANDAIRA II,NE,035008-7,10.756,9.858,9.9,10.128,11.038,11.108,11.528,11.406,11.423,24.04,5128,56782
EOL JANDAIRA III,NE,035270-5,10.756,9.858,9.9,10.128,11.038,11.108,11.528,11.406,11.423,27.38,5128,56783
EOL JANDAIRA IV,NE,035271-3,10.756,9.858,9.9,10.128,11.038,11.108,11.528,11.406,11.423,27.27,5128,56784
EOL JATAI,NE,032104-4,10.165,10.561,10.326,10.674,11.391,11.45,11.87,11.654,11.671,15.8,6220,59466
EOL JERICO,NE,031802-7,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,30.0,6140,56660
EOL JERUSALEM I,NE,037294-3,10.651,9.817,9.887,10.115,11.282,11.345,11.77,11.649,11.666,28.85,8145,56725
EOL JERUSALEM II,NE,037295-1,10.651,9.817,9.887,10.115,11.282,11.345,11.77,11.649,11.666,28.9,8145,56726
EOL JERUSALEM III,NE,037296-0,10.651,9.817,9.887,10.115,11.282,11.345,11.77,11.649,11.666,28.89,8145,56727
EOL JERUSALEM IV,NE,037297-8,10.651,9.817,9.887,10.115,11.282,11.345,11.77,11.649,11.666,28.83,8145,56728
EOL JERUSALEM V,NE,037298-6,10.651,9.817,9.887,10.115,11.282,11.345,11.77,11.649,11.666,28.84,8145,56729
EOL JERUSALEM VI,NE,037299-4,10.651,9.817,9.887,10.115,11.282,11.345,11.77,11.649,11.666,32.89,8145,56730
EOL JOANA,NE,030801-3,10.554,10.856,10.635,10.984,11.481,11.541,11.963,11.752,11.769,27.35,6171,59403
EOL JUAZEIRO,NE,032106-0,10.165,10.561,10.326,10.674,11.391,11.45,11.87,11.654,11.671,18.43,6220,59465
EOL JUNCO I,NE,030902-8,10.794,9.892,10.078,10.306,10.956,11.012,11.385,11.258,11.274,23.71,5441,56281
EOL JUNCO II,NE,030914-1,10.794,9.892,10.078,10.306,10.956,11.012,11.385,11.258,11.274,23.66,5441,56282
